album_type,album_id,album_name,release_date,artist_name,artist_uri,artist_genres,album_popularity,duration_ms,explicit,href,track_id,track_name,preview_url,track_number,uri,track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_href,analysis_url,time_signature
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,224920,False,https://api.spotify.com/v1/tracks/3qLQjUY0K375ikwvf1BrT7,3qLQjUY0K375ikwvf1BrT7,Take On Me,https://p.scdn.co/mp3-preview/112ad1187614274aa5df00ff4e574f1419977979?cid=705aa8fce6fc4c508bab06c543baa528,30,spotify:track:3qLQjUY0K375ikwvf1BrT7,29,0.532,0.936,6,-5.703,0,0.0472,0.0153,0.0178,0.0949,0.836,169.018,https://api.spotify.com/v1/tracks/3qLQjUY0K375ikwvf1BrT7,https://api.spotify.com/v1/audio-analysis/3qLQjUY0K375ikwvf1BrT7,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,212360,False,https://api.spotify.com/v1/tracks/36jZhZP8B5tD9rOtTEnO1W,36jZhZP8B5tD9rOtTEnO1W,I Say a Little Prayer,https://p.scdn.co/mp3-preview/f534f777c300850181c84abd8fc4fcbb6b763c27?cid=705aa8fce6fc4c508bab06c543baa528,31,spotify:track:36jZhZP8B5tD9rOtTEnO1W,29,0.589,0.558,9,-6.908,1,0.0314,0.567,0.0,0.102,0.466,133.281,https://api.spotify.com/v1/tracks/36jZhZP8B5tD9rOtTEnO1W,https://api.spotify.com/v1/audio-analysis/36jZhZP8B5tD9rOtTEnO1W,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,235160,False,https://api.spotify.com/v1/tracks/31TNOOTqabS9UjUD5ScPPF,31TNOOTqabS9UjUD5ScPPF,Bad Day,https://p.scdn.co/mp3-preview/65c16bc757c3db4a1ef8b89a0d4b93a8128820bc?cid=705aa8fce6fc4c508bab06c543baa528,32,spotify:track:31TNOOTqabS9UjUD5ScPPF,28,0.578,0.812,3,-3.249,1,0.0316,0.475,0.00404,0.124,0.552,140.097,https://api.spotify.com/v1/tracks/31TNOOTqabS9UjUD5ScPPF,https://api.spotify.com/v1/audio-analysis/31TNOOTqabS9UjUD5ScPPF,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,194386,False,https://api.spotify.com/v1/tracks/2VIkBQX6J5Do56s2yEiLv9,2VIkBQX6J5Do56s2yEiLv9,I'll Be There,https://p.scdn.co/mp3-preview/4b848477421ea74db6ee3bd0c67720f5bd6acfb0?cid=705aa8fce6fc4c508bab06c543baa528,33,spotify:track:2VIkBQX6J5Do56s2yEiLv9,29,0.627,0.858,7,-3.116,1,0.0395,0.0288,0.0,0.199,0.399,100.077,https://api.spotify.com/v1/tracks/2VIkBQX6J5Do56s2yEiLv9,https://api.spotify.com/v1/audio-analysis/2VIkBQX6J5Do56s2yEiLv9,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,220626,False,https://api.spotify.com/v1/tracks/7KM931fUyY51JnfogdgNRE,7KM931fUyY51JnfogdgNRE,Hungry Like the Wolf,https://p.scdn.co/mp3-preview/2eed68176a6d69d83feaf4ef6405050a81c85609?cid=705aa8fce6fc4c508bab06c543baa528,34,spotify:track:7KM931fUyY51JnfogdgNRE,28,0.691,0.813,0,-7.775,1,0.0559,0.0433,1.16e-06,0.299,0.686,127.568,https://api.spotify.com/v1/tracks/7KM931fUyY51JnfogdgNRE,https://api.spotify.com/v1/audio-analysis/7KM931fUyY51JnfogdgNRE,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,280853,False,https://api.spotify.com/v1/tracks/6gnKTVw8sPRjgJyJsDvnSk,6gnKTVw8sPRjgJyJsDvnSk,Ain't Nobody,https://p.scdn.co/mp3-preview/e5cd67a489b715e0387c7da863ae368ce63b8dfe?cid=705aa8fce6fc4c508bab06c543baa528,35,spotify:track:6gnKTVw8sPRjgJyJsDvnSk,28,0.8,0.878,1,-7.109,1,0.0434,0.189,0.000104,0.14,0.816,104.282,https://api.spotify.com/v1/tracks/6gnKTVw8sPRjgJyJsDvnSk,https://api.spotify.com/v1/audio-analysis/6gnKTVw8sPRjgJyJsDvnSk,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,232880,False,https://api.spotify.com/v1/tracks/6yK8Xkydm1hBkY8q9zwcsf,6yK8Xkydm1hBkY8q9zwcsf,Young Hearts Run Free,https://p.scdn.co/mp3-preview/e53f742d23d601d7d8d1c9bd76bccb6fee1ffc44?cid=705aa8fce6fc4c508bab06c543baa528,36,spotify:track:6yK8Xkydm1hBkY8q9zwcsf,28,0.69,0.496,7,-12.978,0,0.0314,0.213,4.19e-06,0.368,0.889,115.589,https://api.spotify.com/v1/tracks/6yK8Xkydm1hBkY8q9zwcsf,https://api.spotify.com/v1/audio-analysis/6yK8Xkydm1hBkY8q9zwcsf,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,225983,False,https://api.spotify.com/v1/tracks/3ld5YHUmB4IKYA4TCsm5Tp,3ld5YHUmB4IKYA4TCsm5Tp,24K Magic,https://p.scdn.co/mp3-preview/2ca35f137b1df9ee516cfc4b9cb0bc79a6a42d28?cid=705aa8fce6fc4c508bab06c543baa528,37,spotify:track:3ld5YHUmB4IKYA4TCsm5Tp,30,0.818,0.804,1,-4.282,1,0.0798,0.034,0.0,0.154,0.634,106.969,https://api.spotify.com/v1/tracks/3ld5YHUmB4IKYA4TCsm5Tp,https://api.spotify.com/v1/audio-analysis/3ld5YHUmB4IKYA4TCsm5Tp,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,239346,False,https://api.spotify.com/v1/tracks/1drffRbVPvxDVost10LaOB,1drffRbVPvxDVost10LaOB,Believe,https://p.scdn.co/mp3-preview/bd76d2a45ddebdbd46863774d26034a5d48b4f7e?cid=705aa8fce6fc4c508bab06c543baa528,38,spotify:track:1drffRbVPvxDVost10LaOB,28,0.653,0.932,6,-5.269,1,0.0502,0.00884,0.0,0.177,0.392,132.983,https://api.spotify.com/v1/tracks/1drffRbVPvxDVost10LaOB,https://api.spotify.com/v1/audio-analysis/1drffRbVPvxDVost10LaOB,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,190306,False,https://api.spotify.com/v1/tracks/1CyfhNXRDoEAzzWCdFUxyC,1CyfhNXRDoEAzzWCdFUxyC,Take You Dancing,https://p.scdn.co/mp3-preview/bd9fce3887240853b53c931fa60e5ff423fa33ab?cid=705aa8fce6fc4c508bab06c543baa528,39,spotify:track:1CyfhNXRDoEAzzWCdFUxyC,29,0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985,https://api.spotify.com/v1/tracks/1CyfhNXRDoEAzzWCdFUxyC,https://api.spotify.com/v1/audio-analysis/1CyfhNXRDoEAzzWCdFUxyC,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,306428,False,https://api.spotify.com/v1/tracks/5FUXlvE4w1VXVTut4ilHr0,5FUXlvE4w1VXVTut4ilHr0,Greek Tragedy,https://p.scdn.co/mp3-preview/f3c1ed93fabeba47c6d93a909b446220bf688a93?cid=705aa8fce6fc4c508bab06c543baa528,40,spotify:track:5FUXlvE4w1VXVTut4ilHr0,27,0.736,0.764,8,-6.736,0,0.0482,0.222,0.00154,0.192,0.404,112.033,https://api.spotify.com/v1/tracks/5FUXlvE4w1VXVTut4ilHr0,https://api.spotify.com/v1/audio-analysis/5FUXlvE4w1VXVTut4ilHr0,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,258265,False,https://api.spotify.com/v1/tracks/2kwOUPGfCcqikjwVOy0LJE,2kwOUPGfCcqikjwVOy0LJE,Hymn for the Weekend,https://p.scdn.co/mp3-preview/cc6dd9ba1fe51fdde3d93f64b18f5f464da0ba50?cid=705aa8fce6fc4c508bab06c543baa528,41,spotify:track:2kwOUPGfCcqikjwVOy0LJE,36,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,https://api.spotify.com/v1/tracks/2kwOUPGfCcqikjwVOy0LJE,https://api.spotify.com/v1/audio-analysis/2kwOUPGfCcqikjwVOy0LJE,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,231480,False,https://api.spotify.com/v1/tracks/7a5MznBhBUxWrQrLaNzbcl,7a5MznBhBUxWrQrLaNzbcl,Gold,https://p.scdn.co/mp3-preview/20a9e1688555a8463b382602426cecc3fbbd8df8?cid=705aa8fce6fc4c508bab06c543baa528,42,spotify:track:7a5MznBhBUxWrQrLaNzbcl,14,0.711,0.74,10,-7.776,0,0.0361,0.258,0.0111,0.104,0.639,143.053,https://api.spotify.com/v1/tracks/7a5MznBhBUxWrQrLaNzbcl,https://api.spotify.com/v1/audio-analysis/7a5MznBhBUxWrQrLaNzbcl,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,277040,False,https://api.spotify.com/v1/tracks/3QRrh2dhC1U1cS84mphrW0,3QRrh2dhC1U1cS84mphrW0,Some Nights,https://p.scdn.co/mp3-preview/954e302f6dea7e6f22b2378ad4985031e3e3ea13?cid=705aa8fce6fc4c508bab06c543baa528,43,spotify:track:3QRrh2dhC1U1cS84mphrW0,16,0.673,0.738,0,-7.045,1,0.0506,0.0175,6.89e-05,0.0927,0.392,107.936,https://api.spotify.com/v1/tracks/3QRrh2dhC1U1cS84mphrW0,https://api.spotify.com/v1/audio-analysis/3QRrh2dhC1U1cS84mphrW0,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,208853,False,https://api.spotify.com/v1/tracks/76LyktdD06ZOUkBQeQ6TjR,76LyktdD06ZOUkBQeQ6TjR,She Said,https://p.scdn.co/mp3-preview/747185bfd3aef32b6d14bead899353b2a921b95c?cid=705aa8fce6fc4c508bab06c543baa528,44,spotify:track:76LyktdD06ZOUkBQeQ6TjR,15,0.719,0.538,3,-5.85,0,0.141,0.301,3.03e-06,0.144,0.816,147.011,https://api.spotify.com/v1/tracks/76LyktdD06ZOUkBQeQ6TjR,https://api.spotify.com/v1/audio-analysis/76LyktdD06ZOUkBQeQ6TjR,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,218013,False,https://api.spotify.com/v1/tracks/5fA1TtzeWQ4JTMesrT9cPn,5fA1TtzeWQ4JTMesrT9cPn,Tongue Tied,https://p.scdn.co/mp3-preview/727cc011e5c5359bb81b79d30dd7db42faeae900?cid=705aa8fce6fc4c508bab06c543baa528,45,spotify:track:5fA1TtzeWQ4JTMesrT9cPn,13,0.56,0.936,3,-5.835,1,0.0439,0.00832,0.0,0.161,0.371,112.96,https://api.spotify.com/v1/tracks/5fA1TtzeWQ4JTMesrT9cPn,https://api.spotify.com/v1/audio-analysis/5fA1TtzeWQ4JTMesrT9cPn,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,215026,False,https://api.spotify.com/v1/tracks/5apUDIUt9nhRXvojIBoDkU,5apUDIUt9nhRXvojIBoDkU,I Wanna Be the Only One,https://p.scdn.co/mp3-preview/554f2240117e416e92c6d5081fa54e8cced40081?cid=705aa8fce6fc4c508bab06c543baa528,46,spotify:track:5apUDIUt9nhRXvojIBoDkU,13,0.617,0.842,6,-4.746,1,0.0619,0.489,0.0,0.104,0.844,100.01,https://api.spotify.com/v1/tracks/5apUDIUt9nhRXvojIBoDkU,https://api.spotify.com/v1/audio-analysis/5apUDIUt9nhRXvojIBoDkU,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,219520,False,https://api.spotify.com/v1/tracks/5N85klhZBW2clr6N4eaAI8,5N85klhZBW2clr6N4eaAI8,All I Am,https://p.scdn.co/mp3-preview/dd627a54413e174b05533da708579bb587a7e992?cid=705aa8fce6fc4c508bab06c543baa528,47,spotify:track:5N85klhZBW2clr6N4eaAI8,28,0.742,0.643,0,-5.402,1,0.0343,0.0477,1.97e-06,0.176,0.525,122.04,https://api.spotify.com/v1/tracks/5N85klhZBW2clr6N4eaAI8,https://api.spotify.com/v1/audio-analysis/5N85klhZBW2clr6N4eaAI8,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,208395,False,https://api.spotify.com/v1/tracks/00EljSh6P8CfvzKmM6J1Fc,00EljSh6P8CfvzKmM6J1Fc,Keeping Your Head Up,https://p.scdn.co/mp3-preview/35ac6618b2d20bd9b01a6bed1b0261f9cd0998a4?cid=705aa8fce6fc4c508bab06c543baa528,48,spotify:track:00EljSh6P8CfvzKmM6J1Fc,14,0.599,0.781,11,-5.034,1,0.0528,0.158,0.0,0.189,0.526,122.076,https://api.spotify.com/v1/tracks/00EljSh6P8CfvzKmM6J1Fc,https://api.spotify.com/v1/audio-analysis/00EljSh6P8CfvzKmM6J1Fc,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,253306,False,https://api.spotify.com/v1/tracks/0SRKAT3hjjQsSxNk7BKlu4,0SRKAT3hjjQsSxNk7BKlu4,Hard to Beat,https://p.scdn.co/mp3-preview/481f7b761cce8f975e43a5f54f057334a592c363?cid=705aa8fce6fc4c508bab06c543baa528,49,spotify:track:0SRKAT3hjjQsSxNk7BKlu4,12,0.559,0.842,10,-4.531,1,0.0662,0.00189,5.99e-06,0.182,0.781,125.222,https://api.spotify.com/v1/tracks/0SRKAT3hjjQsSxNk7BKlu4,https://api.spotify.com/v1/audio-analysis/0SRKAT3hjjQsSxNk7BKlu4,4
album,1V3SPr45Sj8uRuAup6Dd2l,100 Uplifting Songs,2021-03-26,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,54,248133,False,https://api.spotify.com/v1/tracks/3r92pz5sSROPtUGbuCenQ2,3r92pz5sSROPtUGbuCenQ2,Good Feeling,https://p.scdn.co/mp3-preview/6d625e0fdc1ade35cf02d2b51876a494e6002a29?cid=705aa8fce6fc4c508bab06c543baa528,50,spotify:track:3r92pz5sSROPtUGbuCenQ2,18,0.706,0.89,1,-4.447,0,0.0687,0.0588,0.00288,0.305,0.685,128.012,https://api.spotify.com/v1/tracks/3r92pz5sSROPtUGbuCenQ2,https://api.spotify.com/v1/audio-analysis/3r92pz5sSROPtUGbuCenQ2,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,183290,False,https://api.spotify.com/v1/tracks/3LaHHYOFANFAIfn2RkWxmM,3LaHHYOFANFAIfn2RkWxmM,Don't Start Now,https://p.scdn.co/mp3-preview/ccada72f07a920a7a2a29b0c85be4ca87c21ec78?cid=705aa8fce6fc4c508bab06c543baa528,1,spotify:track:3LaHHYOFANFAIfn2RkWxmM,14,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,https://api.spotify.com/v1/tracks/3LaHHYOFANFAIfn2RkWxmM,https://api.spotify.com/v1/audio-analysis/3LaHHYOFANFAIfn2RkWxmM,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,488186,False,https://api.spotify.com/v1/tracks/6XmoI0Jm5IEOi2O1ejxy0A,6XmoI0Jm5IEOi2O1ejxy0A,Good Times,https://p.scdn.co/mp3-preview/bd4c1ca824628b212b7ce1d4a20ca92fc0ad8aea?cid=705aa8fce6fc4c508bab06c543baa528,2,spotify:track:6XmoI0Jm5IEOi2O1ejxy0A,7,0.835,0.731,2,-8.668,1,0.0577,0.171,0.00191,0.0509,0.839,112.267,https://api.spotify.com/v1/tracks/6XmoI0Jm5IEOi2O1ejxy0A,https://api.spotify.com/v1/audio-analysis/6XmoI0Jm5IEOi2O1ejxy0A,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,285906,False,https://api.spotify.com/v1/tracks/38MnyTbTYzpNVhDyoOWgQ1,38MnyTbTYzpNVhDyoOWgQ1,West End Girls,https://p.scdn.co/mp3-preview/7ca4f9486f6384b589bfc1fd4980304a776f3149?cid=705aa8fce6fc4c508bab06c543baa528,3,spotify:track:38MnyTbTYzpNVhDyoOWgQ1,8,0.655,0.913,4,-7.471,0,0.0397,0.000982,0.064,0.159,0.564,113.26,https://api.spotify.com/v1/tracks/38MnyTbTYzpNVhDyoOWgQ1,https://api.spotify.com/v1/audio-analysis/38MnyTbTYzpNVhDyoOWgQ1,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,254640,False,https://api.spotify.com/v1/tracks/7phJDT7Q0AM0J7Sh6uOQ4d,7phJDT7Q0AM0J7Sh6uOQ4d,It's Raining Men,https://p.scdn.co/mp3-preview/287200b4cb382709194c0cedb396044f70e465c2?cid=705aa8fce6fc4c508bab06c543baa528,4,spotify:track:7phJDT7Q0AM0J7Sh6uOQ4d,16,0.637,0.929,5,-6.03,0,0.0446,0.0639,0.00829,0.318,0.605,136.487,https://api.spotify.com/v1/tracks/7phJDT7Q0AM0J7Sh6uOQ4d,https://api.spotify.com/v1/audio-analysis/7phJDT7Q0AM0J7Sh6uOQ4d,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,214626,False,https://api.spotify.com/v1/tracks/3irwlR5aP8wtfZetZmI60G,3irwlR5aP8wtfZetZmI60G,Can't Get You Out of My Head,https://p.scdn.co/mp3-preview/53960b16751cddcbed95351891ff4bc027bee821?cid=705aa8fce6fc4c508bab06c543baa528,5,spotify:track:3irwlR5aP8wtfZetZmI60G,7,0.645,0.578,2,-7.615,0,0.0459,0.289,5.3e-06,0.0744,0.464,137.013,https://api.spotify.com/v1/tracks/3irwlR5aP8wtfZetZmI60G,https://api.spotify.com/v1/audio-analysis/3irwlR5aP8wtfZetZmI60G,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,249293,False,https://api.spotify.com/v1/tracks/0JHPqis0gYjCSz7FF8gz6i,0JHPqis0gYjCSz7FF8gz6i,Young Hearts Run Free,https://p.scdn.co/mp3-preview/018b9bfb3fe70e1d52c991cea8eac232b6cf05f5?cid=705aa8fce6fc4c508bab06c543baa528,6,spotify:track:0JHPqis0gYjCSz7FF8gz6i,6,0.646,0.693,7,-8.08,0,0.0436,0.162,5.79e-06,0.263,0.825,115.514,https://api.spotify.com/v1/tracks/0JHPqis0gYjCSz7FF8gz6i,https://api.spotify.com/v1/audio-analysis/0JHPqis0gYjCSz7FF8gz6i,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,285573,False,https://api.spotify.com/v1/tracks/1IarJrBQARp6Sxnz7IyrES,1IarJrBQARp6Sxnz7IyrES,Ain't Nobody,https://p.scdn.co/mp3-preview/f3a8fd40711926d33cab3dccfac7f326e7baf821?cid=705aa8fce6fc4c508bab06c543baa528,7,spotify:track:1IarJrBQARp6Sxnz7IyrES,6,0.808,0.624,10,-15.803,0,0.0463,0.217,0.000433,0.0782,0.767,104.296,https://api.spotify.com/v1/tracks/1IarJrBQARp6Sxnz7IyrES,https://api.spotify.com/v1/audio-analysis/1IarJrBQARp6Sxnz7IyrES,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,194230,True,https://api.spotify.com/v1/tracks/2cURJRK9H1H0Xja2MP28yE,2cURJRK9H1H0Xja2MP28yE,Make Me Feel,https://p.scdn.co/mp3-preview/e931c3f74fd1482a424cdbdd21328d1c72bd37b6?cid=705aa8fce6fc4c508bab06c543baa528,8,spotify:track:2cURJRK9H1H0Xja2MP28yE,15,0.859,0.413,1,-7.399,1,0.18,0.136,0.0,0.334,0.699,115.036,https://api.spotify.com/v1/tracks/2cURJRK9H1H0Xja2MP28yE,https://api.spotify.com/v1/audio-analysis/2cURJRK9H1H0Xja2MP28yE,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,213093,False,https://api.spotify.com/v1/tracks/2pcYsSdDRJ7qtGfrdli5pH,2pcYsSdDRJ7qtGfrdli5pH,Return of the Mack - C & J Street Mix,https://p.scdn.co/mp3-preview/e49b358ae64c9f95f2c1ac683ae7aa586e19654d?cid=705aa8fce6fc4c508bab06c543baa528,9,spotify:track:2pcYsSdDRJ7qtGfrdli5pH,6,0.715,0.834,2,-5.379,1,0.109,0.00631,0.0,0.164,0.604,95.487,https://api.spotify.com/v1/tracks/2pcYsSdDRJ7qtGfrdli5pH,https://api.spotify.com/v1/audio-analysis/2pcYsSdDRJ7qtGfrdli5pH,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,185466,False,https://api.spotify.com/v1/tracks/4nOi2DBy7kkOMNQencvkYY,4nOi2DBy7kkOMNQencvkYY,That's the Way (I Like It),https://p.scdn.co/mp3-preview/6b38c90a6cf1a5bab09fc956419557578fba47ad?cid=705aa8fce6fc4c508bab06c543baa528,10,spotify:track:4nOi2DBy7kkOMNQencvkYY,6,0.685,0.914,5,-9.031,0,0.0394,0.16,0.0809,0.329,0.914,108.662,https://api.spotify.com/v1/tracks/4nOi2DBy7kkOMNQencvkYY,https://api.spotify.com/v1/audio-analysis/4nOi2DBy7kkOMNQencvkYY,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,337333,False,https://api.spotify.com/v1/tracks/4yWB6Q8PzOaB3d2WdAuO7e,4yWB6Q8PzOaB3d2WdAuO7e,Rio - Remix,https://p.scdn.co/mp3-preview/3c87a30fb043a54e0f7e95542f24586fc0e99540?cid=705aa8fce6fc4c508bab06c543baa528,11,spotify:track:4yWB6Q8PzOaB3d2WdAuO7e,5,0.544,0.873,9,-7.425,1,0.0526,0.0418,1.84e-05,0.0925,0.673,140.898,https://api.spotify.com/v1/tracks/4yWB6Q8PzOaB3d2WdAuO7e,https://api.spotify.com/v1/audio-analysis/4yWB6Q8PzOaB3d2WdAuO7e,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,239346,False,https://api.spotify.com/v1/tracks/65smYqy7qtoDEgu4U9xmKb,65smYqy7qtoDEgu4U9xmKb,Believe,https://p.scdn.co/mp3-preview/4e31ddcd620fe212445571d37502cf84ef101617?cid=705aa8fce6fc4c508bab06c543baa528,12,spotify:track:65smYqy7qtoDEgu4U9xmKb,7,0.653,0.932,6,-5.269,1,0.0502,0.00884,0.0,0.177,0.392,132.982,https://api.spotify.com/v1/tracks/65smYqy7qtoDEgu4U9xmKb,https://api.spotify.com/v1/audio-analysis/65smYqy7qtoDEgu4U9xmKb,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,210246,False,https://api.spotify.com/v1/tracks/1VJS2RqN3K13l9zThLxcfi,1VJS2RqN3K13l9zThLxcfi,Le Freak,https://p.scdn.co/mp3-preview/a3bdf6156c0bef642e2ed8c0d94c28f9e0d42e61?cid=705aa8fce6fc4c508bab06c543baa528,13,spotify:track:1VJS2RqN3K13l9zThLxcfi,5,0.847,0.491,7,-15.707,1,0.0539,0.0363,0.000685,0.186,0.876,119.875,https://api.spotify.com/v1/tracks/1VJS2RqN3K13l9zThLxcfi,https://api.spotify.com/v1/audio-analysis/1VJS2RqN3K13l9zThLxcfi,4
album,54ziSwQGBL6euzi54n9OOn,100 Greatest Pride Songs,2020-07-01,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,movie tunes,38,262000,False,https://api.spotify.com/v1/tracks/2TLHze9RkXnDK1zXZYn1hs,2TLHze9RkXnDK1zXZYn1hs,Bizarre Love Triangle,https://p.scdn.co/mp3-preview/ff084525e8dd36b0167d12f161202b21a0222186?cid=705aa8fce6fc4c508bab06c543baa528,14,spotify:track:2TLHze9RkXnDK1zXZYn1hs,5,0.629,0.914,10,-6.567,1,0.0383,0.0666,0.79,0.0928,0.892,118.347,https://api.spotify.com/v1/tracks/2TLHze9RkXnDK1zXZYn1hs,https://api.spotify.com/v1/audio-analysis/2TLHze9RkXnDK1zXZYn1hs,4
